symbol,refseq,tag,ensembl_id,gene_id
VEGFC,NM_005429.5,MANE Select,ENST00000618562.2,7424
NEIL3,NM_018248.3,MANE Select,ENST00000264596.4,55247
AGA,NM_000027.4,MANE Select,ENST00000264595.7,175
TENM3,NM_001080477.4,MANE Select,ENST00000511685.6,55714
DCTD,NM_001921.3,MANE Select,ENST00000438320.7,1635
WWC2,NM_024949.6,MANE Select,ENST00000403733.8,80014
CLDN22,NM_001111319.3,MANE Select,ENST00000323319.7,53842
CLDN24,NM_001185149.1,MANE Select,ENST00000541814.1,100132463
CDKN2AIP,NM_017632.4,MANE Select,ENST00000504169.2,55602
ING2,NM_001564.4,MANE Select,ENST00000302327.4,3622
RWDD4,NM_152682.4,MANE Select,ENST00000326397.10,201965
TRAPPC11,NM_021942.6,MANE Select,ENST00000334690.11,60684
STOX2,NM_020225.3,MANE Select,ENST00000308497.9,56977
ENPP6,NM_153343.4,MANE Select,ENST00000296741.7,133121
IRF2,NM_002199.4,MANE Select,ENST00000393593.8,3660
CASP3,NM_004346.4,MANE Select,ENST00000308394.9,836
PRIMPOL,NM_152683.4,MANE Select,ENST00000314970.11,201973
CENPU,NM_024629.4,MANE Select,ENST00000281453.10,79682
ACSL1,NM_001995.5,MANE Select,ENST00000281455.7,2180
HELT,NM_001300781.2,MANE Select,ENST00000515777.6,391723
SLC25A4,NM_001151.4,MANE Select,ENST00000281456.11,291
CFAP97,NM_020827.3,MANE Select,ENST00000458385.7,57587
SNX25,NM_001378034.2,MANE Select,ENST00000652585.2,83891
LRP2BP,NM_001377440.1,MANE Select,ENST00000505916.6,55805
ANKRD37,NM_181726.4,MANE Select,ENST00000335174.6,353322
UFSP2,NM_018359.5,MANE Select,ENST00000264689.11,55325
C4orf47,NM_001114357.3,MANE Select,ENST00000378850.5,441054
CCDC110,NM_152775.4,MANE Select,ENST00000307588.8,256309
PDLIM3,NM_014476.6,MANE Select,ENST00000284767.12,27295
SORBS2,NM_001395207.1,MANE Select,ENST00000695409.1,8470
TLR3,NM_003265.3,MANE Select,ENST00000296795.8,7098
CYP4V2,NM_207352.4,MANE Select,ENST00000378802.5,285440
KLKB1,NM_000892.5,MANE Select,ENST00000264690.11,3818
F11,NM_000128.4,MANE Select,ENST00000403665.7,2160
MTNR1A,NM_005958.4,MANE Select,ENST00000307161.5,4543
FAT1,NM_005245.4,MANE Select,ENST00000441802.7,2195
ZFP42,NM_174900.5,MANE Select,ENST00000326866.5,132625
TRIML2,NM_173553.4,MANE Select,ENST00000682553.1,205860
TRIML1,NM_178556.5,MANE Select,ENST00000332517.4,339976
FRG1,NM_004477.3,MANE Select,ENST00000226798.9,2483
FRG2,NM_001286820.2,MANE Select,ENST00000504750.6,448831
DUX4,NM_001306068.3,MANE Select,ENST00000565211.1,100288687
PLEKHG4B,NM_052909.5,MANE Select,ENST00000637938.2,153478
LRRC14B,NM_001080478.3,MANE Select,ENST00000328278.4,389257
CCDC127,NM_145265.3,MANE Select,ENST00000296824.4,133957
SDHA,NM_004168.4,MANE Select,ENST00000264932.11,6389
PDCD6,NM_013232.4,MANE Select,ENST00000264933.9,10016
AHRR,NM_001377236.1,MANE Select,ENST00000684583.1,57491
EXOC3,NM_007277.5,MANE Select,ENST00000512944.6,11336
SLC9A3,NM_004174.4,MANE Select,ENST00000264938.8,6550
CEP72,NM_018140.4,MANE Select,ENST00000264935.6,55722
TPPP,NM_007030.3,MANE Select,ENST00000360578.7,11076
ZDHHC11B,NM_001351303.2,MANE Select,ENST00000508859.8,653082
ZDHHC11,NM_024786.3,MANE Select,ENST00000283441.13,79844
BRD9,NM_023924.5,MANE Select,ENST00000467963.6,65980
TRIP13,NM_004237.4,MANE Select,ENST00000166345.8,9319
NKD2,NM_033120.4,MANE Select,ENST00000296849.10,85409
SLC12A7,NM_006598.3,MANE Select,ENST00000264930.10,10723
SLC6A19,NM_001003841.3,MANE Select,ENST00000304460.11,340024
SLC6A18,NM_182632.3,MANE Select,ENST00000324642.4,348932
TERT,NM_198253.3,MANE Select,ENST00000310581.10,7015
CLPTM1L,NM_030782.5,MANE Select,ENST00000320895.10,81037
SLC6A3,NM_001044.5,MANE Select,ENST00000270349.12,6531
LPCAT1,NM_024830.5,MANE Select,ENST00000283415.4,79888
MRPL36,NM_032479.4,MANE Select,ENST00000505059.7,64979
NDUFS6,NM_004553.6,MANE Select,ENST00000274137.10,4726
IRX4,NM_016358.3,MANE Select,ENST00000231357.7,50805
IRX2,NM_033267.5,MANE Select,ENST00000302057.6,153572
IRX1,NM_024337.4,MANE Select,ENST00000302006.4,79192
ADAMTS16,NM_139056.4,MANE Select,ENST00000274181.7,170690
ICE1,NM_015325.3,MANE Select,ENST00000296564.9,23379
MED10,NM_032286.3,MANE Select,ENST00000255764.4,84246
UBE2QL1,NM_001145161.3,MANE Select,ENST00000399816.4,134111
NSUN2,NM_017755.6,MANE Select,ENST00000264670.11,54888
SRD5A1,NM_001047.4,MANE Select,ENST00000274192.7,6715
TENT4A,NM_006999.6,MANE Select,ENST00000230859.8,11044
ADCY2,NM_020546.3,MANE Select,ENST00000338316.9,108
C5orf49,NM_001089584.3,MANE Select,ENST00000399810.7,134121
MTRR,NM_002454.3,MANE Select,ENST00000440940.7,4552
FASTKD3,NM_024091.4,MANE Select,ENST00000264669.10,79072
SEMA5A,NM_003966.3,MANE Select,ENST00000382496.10,9037
TAS2R1,NM_019599.3,MANE Select,ENST00000382492.4,50834
ATPSCKMT,NM_199133.4,MANE Select,ENST00000511437.6,134145
CCT5,NM_012073.5,MANE Select,ENST00000280326.9,22948
CMBL,NM_138809.4,MANE Select,ENST00000296658.4,134147
MARCHF6,NM_005885.4,MANE Select,ENST00000274140.10,10299
ROPN1L,NM_031916.5,MANE Select,ENST00000274134.5,83853
ANKRD33B,NM_001164440.2,MANE Select,ENST00000296657.7,651746
DAP,NM_004394.3,MANE Select,ENST00000230895.11,1611
CTNND2,NM_001332.4,MANE Select,ENST00000304623.13,1501
DNAH5,NM_001369.3,MANE Select,ENST00000265104.5,1767
TRIO,NM_007118.4,MANE Select,ENST00000344204.9,7204
OTULINL,NM_019018.3,MANE Select,ENST00000274217.4,54491
OTULIN,NM_138348.6,MANE Select,ENST00000284274.5,90268
ANKH,NM_054027.6,MANE Select,ENST00000284268.8,56172
FBXL7,NM_012304.5,MANE Select,ENST00000504595.2,23194
MARCHF11,NM_001102562.3,MANE Select,ENST00000332432.9,441061
ZNF622,NM_033414.3,MANE Select,ENST00000308683.3,90441
RETREG1,NM_001034850.3,MANE Select,ENST00000306320.10,54463
MYO10,NM_012334.3,MANE Select,ENST00000513610.6,4651
BASP1,NM_006317.5,MANE Select,ENST00000322611.4,10409
H3Y2,NM_001371919.1,MANE Select,ENST00000600799.3,340096
H3Y1,NM_001355258.2,MANE Select,ENST00000598383.3,391769
CDH18,NM_004934.5,MANE Select,ENST00000382275.6,1016
CDH12,NM_004061.5,MANE Select,ENST00000382254.6,1010
PRDM9,NM_020227.4,MANE Select,ENST00000296682.4,56979
CDH10,NM_006727.5,MANE Select,ENST00000264463.8,1008
CDH9,NM_016279.4,MANE Select,ENST00000231021.9,1007
CDH6,NM_004932.4,MANE Select,ENST00000265071.3,1004
DROSHA,NM_001382508.1,MANE Select,ENST00000344624.8,29102
C5orf22,NM_018356.3,MANE Select,ENST00000325366.14,55322
PDZD2,NM_178140.4,MANE Select,ENST00000438447.2,23037
GOLPH3,NM_022130.4,MANE Select,ENST00000265070.7,64083
MTMR12,NM_001040446.3,MANE Select,ENST00000382142.8,54545
ZFR,NM_016107.5,MANE Select,ENST00000265069.13,51663
SUB1,NM_006713.4,MANE Select,ENST00000265073.9,10923
NPR3,NM_001204375.2,MANE Select,ENST00000265074.13,4883
TARS1,NM_152295.5,MANE Select,ENST00000265112.8,6897
ADAMTS12,NM_030955.4,MANE Select,ENST00000504830.6,81792
RXFP3,NM_016568.3,MANE Select,ENST00000330120.5,51289
SLC45A2,NM_016180.5,MANE Select,ENST00000296589.9,51151
AMACR,NM_014324.6,MANE Select,ENST00000335606.11,23600
C1QTNF3,NM_181435.6,MANE Select,ENST00000382065.8,114899
RAI14,NM_015577.3,MANE Select,ENST00000265109.8,26064
TTC23L,NM_144725.4,MANE Select,ENST00000505624.6,153657
RAD1,NM_002853.4,MANE Select,ENST00000382038.7,5810
BRIX1,NM_018321.4,MANE Select,ENST00000336767.6,55299
DNAJC21,NM_001012339.3,MANE Select,ENST00000648817.1,134218
AGXT2,NM_031900.4,MANE Select,ENST00000231420.11,64902
PRLR,NM_000949.7,MANE Select,ENST00000618457.5,5618
SPEF2,NM_024867.4,MANE Select,ENST00000356031.8,79925
IL7R,NM_002185.5,MANE Select,ENST00000303115.8,3575
CAPSL,NM_001042625.2,MANE Select,ENST00000651391.1,133690
UGT3A1,NM_152404.4,MANE Select,ENST00000274278.8,133688
UGT3A2,NM_174914.4,MANE Select,ENST00000282507.8,167127
LMBRD2,NM_001007527.2,MANE Select,ENST00000296603.5,92255
SKP2,NM_005983.4,MANE Select,ENST00000274255.11,6502
NADK2,NM_001085411.3,MANE Select,ENST00000381937.9,133686
RANBP3L,NM_145000.5,MANE Select,ENST00000296604.8,202151
SLC1A3,NM_004172.5,MANE Select,ENST00000265113.9,6507
NIPBL,NM_133433.4,MANE Select,ENST00000282516.13,25836
CPLANE1,NM_001384732.1,MANE Select,ENST00000651892.2,65250
NUP155,NM_153485.3,MANE Select,ENST00000231498.8,9631
WDR70,NM_018034.4,MANE Select,ENST00000265107.9,55100
GDNF,NM_000514.4,MANE Select,ENST00000326524.7,2668
EGFLAM,NM_152403.4,MANE Select,ENST00000322350.10,133584
LIFR,NM_001127671.2,MANE Select,ENST00000453190.7,3977
OSMR,NM_003999.3,MANE Select,ENST00000274276.8,9180
RICTOR,NM_152756.5,MANE Select,ENST00000357387.8,253260
FYB1,NM_001465.6,MANE Select,ENST00000512982.4,2533
C9,NM_001737.5,MANE Select,ENST00000263408.5,735
DAB2,NM_001343.4,MANE Select,ENST00000320816.11,1601
PTGER4,NM_000958.3,MANE Select,ENST00000302472.4,5734
TTC33,NM_012382.3,MANE Select,ENST00000337702.5,23548
PRKAA1,NM_006251.6,MANE Select,ENST00000397128.7,5562
RPL37,NM_000997.5,MANE Select,ENST00000274242.10,6167
CARD6,NM_032587.4,MANE Select,ENST00000254691.10,84674
C7,NM_000587.4,MANE Select,ENST00000313164.10,730
MROH2B,NM_173489.5,MANE Select,ENST00000399564.5,133558
C6,NM_000065.5,MANE Select,ENST00000337836.10,729
PLCXD3,NM_001005473.3,MANE Select,ENST00000377801.8,345557
OXCT1,NM_000436.4,MANE Select,ENST00000196371.10,5019
RIMOC1,NM_175921.6,MANE Select,ENST00000381647.7,285636
FBXO4,NM_012176.3,MANE Select,ENST00000281623.8,26272
GHR,NM_000163.5,MANE Select,ENST00000230882.9,2690
CCDC152,NM_001134848.2,MANE Select,ENST00000361970.10,100129792
SELENOP,NM_005410.4,MANE Select,ENST00000514985.6,6414
ANXA2R,NM_001014279.3,MANE Select,ENST00000616064.2,389289
ZNF131,NM_001330707.2,MANE Select,ENST00000682664.1,7690
NIM1K,NM_153361.4,MANE Select,ENST00000326035.6,167359
HMGCS1,NM_001098272.3,MANE Select,ENST00000325110.11,3157
CCL28,NM_148672.3,MANE Select,ENST00000361115.4,56477
TMEM267,NM_022483.5,MANE Select,ENST00000397080.8,64417
C5orf34,NM_198566.4,MANE Select,ENST00000306862.7,375444
PAIP1,NM_006451.5,MANE Select,ENST00000306846.8,10605
NNT,NM_182977.3,MANE Select,ENST00000344920.9,23530
FGF10,NM_004465.2,MANE Select,ENST00000264664.5,2255
MRPS30,NM_016640.4,MANE Select,ENST00000507110.6,10884
HCN1,NM_021072.4,MANE Select,ENST00000303230.6,348980
EMB,NM_198449.3,MANE Select,ENST00000303221.10,133418
PARP8,NM_024615.4,MANE Select,ENST00000281631.10,79668
ISL1,NM_002202.3,MANE Select,ENST00000230658.12,3670
ITGA1,NM_181501.2,MANE Select,ENST00000282588.7,3672
PELO,NM_015946.5,MANE Select,ENST00000274311.3,53918
ITGA2,NM_002203.4,MANE Select,ENST00000296585.10,3673
MOCS2,NM_176806.4,MANE Plus Clinical,ENST00000450852.8,4338
MOCS2,NM_004531.5,MANE Select,ENST00000396954.8,4338
FST,NM_013409.3,MANE Select,ENST00000256759.8,10468
NDUFS4,NM_002495.4,MANE Select,ENST00000296684.10,4724
ARL15,NM_019087.3,MANE Select,ENST00000504924.6,54622
HSPB3,NM_006308.3,MANE Select,ENST00000302005.3,8988
SNX18,NM_001102575.2,MANE Select,ENST00000381410.5,112574
ESM1,NM_007036.5,MANE Select,ENST00000381405.5,11082
GZMK,NM_002104.3,MANE Select,ENST00000231009.3,3003
GZMA,NM_006144.4,MANE Select,ENST00000274306.7,3001
CDC20B,NM_001170402.1,MANE Select,ENST00000381375.7,166979
GPX8,NM_001008397.4,MANE Select,ENST00000503787.6,493869
MCIDAS,NM_001190787.3,MANE Select,ENST00000513312.3,345643
CCNO,NM_021147.5,MANE Select,ENST00000282572.5,10309
DHX29,NM_019030.4,MANE Select,ENST00000251636.10,54505
MTREX,NM_015360.5,MANE Select,ENST00000230640.10,23517
PLPP1,NM_003711.4,MANE Select,ENST00000307259.9,8611
SLC38A9,NM_173514.4,MANE Select,ENST00000396865.7,153129
DDX4,NM_024415.3,MANE Select,ENST00000505374.6,54514
IL31RA,NM_139017.7,MANE Select,ENST00000652347.2,133396
IL6ST,NM_002184.4,MANE Select,ENST00000381298.7,3572
ANKRD55,NM_024669.3,MANE Select,ENST00000341048.9,79722
MAP3K1,NM_005921.2,MANE Select,ENST00000399503.4,4214
SETD9,NM_153706.4,MANE Select,ENST00000285947.5,133383
MIER3,NM_001297599.2,MANE Select,ENST00000381199.8,166968
GPBP1,NM_022913.4,MANE Select,ENST00000506184.7,65056
ACTBL2,NM_001017992.4,MANE Select,ENST00000423391.3,345651
PLK2,NM_006622.4,MANE Select,ENST00000274289.8,10769
GAPT,NM_001304431.2,MANE Select,ENST00000502276.6,202309
RAB3C,NM_138453.4,MANE Select,ENST00000282878.6,115827
PDE4D,NM_001104631.2,MANE Select,ENST00000340635.11,5144
DEPDC1B,NM_018369.3,MANE Select,ENST00000265036.10,55789
ELOVL7,NM_024930.3,MANE Select,ENST00000508821.6,79993
ERCC8,NM_000082.4,MANE Select,ENST00000676185.1,1161
NDUFAF2,NM_174889.5,MANE Select,ENST00000296597.10,91942
SMIM15,NM_001048249.4,MANE Select,ENST00000339020.8,643155
ZSWIM6,NM_020928.2,MANE Select,ENST00000252744.6,57688
KIF2A,NM_001098511.3,MANE Select,ENST00000407818.8,3796
DIMT1,NM_014473.4,MANE Select,ENST00000199320.9,27292
IPO11,NM_016338.5,MANE Select,ENST00000325324.11,51194
LRRC70,NM_181506.5,MANE Select,ENST00000334994.6,100130733
HTR1A,NM_000524.4,MANE Select,ENST00000323865.5,3350
RNF180,NM_001113561.2,MANE Select,ENST00000389100.9,285671
RGS7BP,NM_001029875.3,MANE Select,ENST00000334025.3,401190
SHISAL2B,NM_001164442.2,MANE Select,ENST00000389074.6,100132916
SREK1IP1,NM_173829.4,MANE Select,ENST00000513458.9,285672
CWC27,NM_005869.4,MANE Select,ENST00000381070.8,10283
ADAMTS6,NM_197941.4,MANE Select,ENST00000381055.8,11174
CENPK,NM_022145.5,MANE Select,ENST00000396679.6,64105
PPWD1,NM_015342.4,MANE Select,ENST00000261308.10,23398
TRIM23,NM_001656.4,MANE Select,ENST00000231524.14,373
TRAPPC13,NM_024941.4,MANE Select,ENST00000399438.8,80006
SHLD3,NM_001365341.2,MANE Select,ENST00000510585.3,112441434
SGTB,NM_019072.3,MANE Select,ENST00000381007.9,54557
NLN,NM_020726.5,MANE Select,ENST00000380985.10,57486
ERBIN,NM_001253697.2,MANE Select,ENST00000284037.10,55914
SREK1,NM_001077199.3,MANE Select,ENST00000334121.11,140890
MAST4,NM_001164664.2,MANE Select,ENST00000403625.7,375449
CD180,NM_005582.3,MANE Select,ENST00000256447.5,4064
PIK3R1,NM_181523.3,MANE Select,ENST00000521381.6,5295
SLC30A5,NM_022902.5,MANE Select,ENST00000396591.8,64924
CCNB1,NM_031966.4,MANE Select,ENST00000256442.10,891
CENPH,NM_022909.4,MANE Select,ENST00000283006.7,64946
MRPS36,NM_033281.6,MANE Select,ENST00000256441.5,92259
CDK7,NM_001799.4,MANE Select,ENST00000256443.8,1022
CCDC125,NM_176816.5,MANE Select,ENST00000396496.7,202243
AK6,NM_016283.5,MANE Select,ENST00000380822.9,102157402
TAF9,NM_003187.5,MANE Select,ENST00000217893.10,6880
RAD17,NM_133338.3,MANE Select,ENST00000354868.10,5884
MARVELD2,NM_001038603.3,MANE Select,ENST00000325631.10,153562
OCLN,NM_001205254.2,MANE Select,ENST00000396442.7,100506658
GTF2H2C,NM_001376000.2,MANE Select,ENST00000380729.8,728340
SERF1B,NM_022978.3,MANE Select,ENST00000380750.8,728492
SMN2,NM_017411.4,MANE Select,ENST00000380743.9,6607
SERF1A,NM_022968.2,MANE Select,ENST00000317633.14,8293
SMN1,NM_000344.4,MANE Select,ENST00000380707.9,6606
NAIP,NM_004536.3,MANE Select,ENST00000517649.6,4671
GTF2H2,NM_001515.4,MANE Select,ENST00000274400.10,2966
BDP1,NM_018429.3,MANE Select,ENST00000358731.9,55814
MCCC2,NM_022132.5,MANE Select,ENST00000340941.11,64087
CARTPT,NM_004291.4,MANE Select,ENST00000296777.5,9607
MAP1B,NM_005909.5,MANE Select,ENST00000296755.12,4131
MRPS27,NM_015084.3,MANE Select,ENST00000261413.10,23107
PTCD2,NM_024754.5,MANE Select,ENST00000380639.10,79810
ZNF366,NM_152625.3,MANE Select,ENST00000318442.6,167465
TNPO1,NM_002270.4,MANE Select,ENST00000337273.10,3842
FCHO2,NM_138782.3,MANE Select,ENST00000430046.7,115548
TMEM171,NM_173490.8,MANE Select,ENST00000454765.7,134285
TMEM174,NM_153217.3,MANE Select,ENST00000296776.6,134288
FOXD1,NM_004472.3,MANE Select,ENST00000615637.3,2297
BTF3,NM_001037637.2,MANE Select,ENST00000380591.8,689
ANKRA2,NM_023039.5,MANE Select,ENST00000296785.8,57763
UTP15,NM_032175.4,MANE Select,ENST00000296792.9,84135
ARHGEF28,NM_001177693.2,MANE Select,ENST00000513042.7,64283
ENC1,NM_003633.4,MANE Select,ENST00000302351.9,8507
HEXB,NM_000521.4,MANE Select,ENST00000261416.12,3074
GFM2,NM_032380.5,MANE Select,ENST00000296805.8,84340
NSA2,NM_014886.6,MANE Select,ENST00000610426.5,10412
FAM169A,NM_001376049.1,MANE Select,ENST00000687041.1,26049
GCNT4,NM_001366737.1,MANE Select,ENST00000652361.2,51301
ANKRD31,NM_001372053.1,MANE Select,ENST00000506364.6,256006
HMGCR,NM_000859.3,MANE Select,ENST00000287936.9,3156
CERT1,NM_001379029.1,MANE Select,ENST00000643780.2,10087
ANKDD1B,NM_001276713.2,MANE Select,ENST00000601380.4,728780
POC5,NM_001099271.2,MANE Select,ENST00000428202.7,134359
SV2C,NM_014979.4,MANE Select,ENST00000502798.7,22987
IQGAP2,NM_006633.5,MANE Select,ENST00000274364.11,10788
F2RL2,NM_004101.4,MANE Select,ENST00000296641.5,2151
F2R,NM_001992.5,MANE Select,ENST00000319211.5,2149
F2RL1,NM_005242.6,MANE Select,ENST00000296677.5,2150
S100Z,NM_130772.4,MANE Select,ENST00000317593.9,170591
CRHBP,NM_001882.4,MANE Select,ENST00000274368.9,1393
AGGF1,NM_018046.5,MANE Select,ENST00000312916.12,55109
ZBED3,NM_032367.4,MANE Select,ENST00000255198.3,84327
PDE8B,NM_003719.5,MANE Select,ENST00000264917.10,8622
WDR41,NM_018268.4,MANE Select,ENST00000296679.9,55255
OTP,NM_032109.3,MANE Select,ENST00000306422.5,23440
TBCA,NM_004607.3,MANE Select,ENST00000380377.9,6902
AP3B1,NM_003664.5,MANE Select,ENST00000255194.11,8546
SCAMP1,NM_004866.6,MANE Select,ENST00000621999.5,9522
LHFPL2,NM_005779.3,MANE Select,ENST00000380345.7,10184
ARSB,NM_000046.5,MANE Select,ENST00000264914.10,411
DMGDH,NM_013391.3,MANE Select,ENST00000255189.8,29958
BHMT2,NM_017614.5,MANE Select,ENST00000255192.8,23743
BHMT,NM_001713.3,MANE Select,ENST00000274353.10,635
JMY,NM_152405.5,MANE Select,ENST00000396137.5,133746
HOMER1,NM_004272.5,MANE Select,ENST00000334082.11,9456
TENT2,NM_001114394.3,MANE Select,ENST00000453514.6,167153
CMYA5,NM_153610.5,MANE Select,ENST00000446378.3,202333
MTX3,NM_001363818.2,MANE Select,ENST00000512528.3,345778
THBS4,NM_003248.6,MANE Select,ENST00000350881.6,7060
SERINC5,NM_001174072.3,MANE Select,ENST00000507668.7,256987
SPZ1,NM_032567.4,MANE Select,ENST00000296739.6,84654
ZFYVE16,NM_001284236.3,MANE Select,ENST00000505560.5,9765
FAM151B,NM_205548.3,MANE Select,ENST00000282226.5,167555
ANKRD34B,NM_001004441.3,MANE Select,ENST00000338682.8,340120
DHFR,NM_000791.4,MANE Select,ENST00000439211.7,1719
MSH3,NM_002439.5,MANE Select,ENST00000265081.7,4437
RASGRF2,NM_006909.3,MANE Select,ENST00000265080.9,5924
CKMT2,NM_001099735.2,MANE Select,ENST00000254035.9,1160
ZCCHC9,NM_001131035.2,MANE Select,ENST00000407610.8,84240
ACOT12,NM_130767.3,MANE Select,ENST00000307624.8,134526
SSBP2,NM_001256732.3,MANE Select,ENST00000615665.5,23635
ATG10,NM_031482.5,MANE Select,ENST00000282185.8,83734
RPS23,NM_001025.5,MANE Select,ENST00000296674.13,6228
TMEM167A,NM_174909.5,MANE Select,ENST00000502346.2,153339
XRCC4,NM_003401.5,MANE Select,ENST00000396027.9,7518
VCAN,NM_004385.5,MANE Select,ENST00000265077.8,1462
HAPLN1,NM_001884.4,MANE Select,ENST00000274341.9,1404
EDIL3,NM_005711.5,MANE Select,ENST00000296591.10,10085
COX7C,NM_001867.3,MANE Select,ENST00000247655.4,1350
RASA1,NM_002890.3,MANE Select,ENST00000274376.11,5921
CCNH,NM_001239.4,MANE Select,ENST00000256897.9,902
TMEM161B,NM_153354.5,MANE Select,ENST00000296595.11,153396
MEF2C,NM_002397.5,MANE Select,ENST00000504921.7,4208
CETN3,NM_004365.4,MANE Select,ENST00000283122.8,1070
MBLAC2,NM_203406.2,MANE Select,ENST00000316610.7,153364
POLR3G,NM_006467.3,MANE Select,ENST00000651687.1,10622
LYSMD3,NM_198273.2,MANE Select,ENST00000315948.11,116068
ADGRV1,NM_032119.4,MANE Select,ENST00000405460.9,84059
ARRDC3,NM_020801.4,MANE Select,ENST00000265138.4,57561
NR2F1,NM_005654.6,MANE Select,ENST00000327111.8,7025
FAM172A,NM_032042.6,MANE Select,ENST00000395965.8,83989
POU5F2,NM_153216.2,MANE Select,ENST00000606183.4,134187
KIAA0825,NM_001145678.3,MANE Select,ENST00000682413.1,285600
SLF1,NM_032290.4,MANE Select,ENST00000265140.10,84250
MCTP1,NM_024717.7,MANE Select,ENST00000515393.6,79772
FAM81B,NM_152548.3,MANE Select,ENST00000283357.10,153643
TTC37,NM_014639.4,MANE Select,ENST00000358746.7,9652
ARSK,NM_198150.3,MANE Select,ENST00000380009.9,153642
GPR150,NM_199243.3,MANE Select,ENST00000380007.3,285601
RFESD,NM_001131066.2,MANE Select,ENST00000380005.9,317671
SPATA9,NM_031952.4,MANE Select,ENST00000274432.13,83890
RHOBTB3,NM_014899.4,MANE Select,ENST00000379982.8,22836
GLRX,NM_001118890.2,MANE Select,ENST00000237858.11,2745
ELL2,NM_012081.6,MANE Select,ENST00000237853.9,22936
PCSK1,NM_000439.5,MANE Select,ENST00000311106.8,5122
CAST,NM_001750.7,MANE Select,ENST00000675179.1,831
ERAP1,NM_001040458.3,MANE Select,ENST00000443439.7,51752
ERAP2,NM_022350.5,MANE Select,ENST00000437043.8,64167
LNPEP,NM_005575.3,MANE Select,ENST00000231368.10,4012
LIX1,NM_153234.5,MANE Select,ENST00000274382.9,167410
RIOK2,NM_018343.3,MANE Select,ENST00000283109.8,55781
RGMB,NM_001366508.1,MANE Select,ENST00000513185.3,285704
CHD1,NM_001270.4,MANE Select,ENST00000614616.5,1105
FAM174A,NM_198507.3,MANE Select,ENST00000312637.5,345757
ST8SIA4,NM_005668.6,MANE Select,ENST00000231461.10,7903
SLCO4C1,NM_180991.5,MANE Select,ENST00000310954.7,353189
SLCO6A1,NM_173488.5,MANE Select,ENST00000506729.6,133482
PAM,NM_001177306.2,MANE Select,ENST00000438793.8,5066
GIN1,NM_017676.2,MANE Select,ENST00000399004.7,54826
PPIP5K2,NM_001276277.3,MANE Select,ENST00000358359.8,23262
MACIR,NM_033211.4,MANE Select,ENST00000319933.7,90355
NUDT12,NM_031438.4,MANE Select,ENST00000230792.7,83594
EFNA5,NM_001962.3,MANE Select,ENST00000333274.11,1946
